qid,answer,answer_start,answer_start_relative
2446,A Yank In The R.A.F.,-1,-1
2447,Maheshwar,-1,-1
2448,Rhinebeck Cemetery,-1,-1
2449,yellow fever,-1,-1
2450,English,-1,-1
2451,Princess Wilhelmine of Baden,-1,-1
2452,Florence,-1,-1
2453,Baltimore City,-1,-1
2454,firing squad,-1,-1
2455,Princess Wilhelmine of Baden,-1,-1
2456,yes,-1,-1
2457,John of Islay,-1,-1
2458,yes,-1,-1
2459,Siam,-1,-1
2460,Girls & Peace,-1,-1
2461,Byurakan,-1,-1
2462,Quebec,-1,-1
2463,Hamburg,-1,-1
2464,Ant-Man And The Wasp,-1,-1
2465,yes,-1,-1
2466,Athens,-1,-1
2467,4 October 1872,-1,-1
2468,"Henry I, Count of Holstein-Rendsburg",-1,-1
2469,yes,-1,-1
2470,Kingdom of Imerina,-1,-1
2471,Saqqara,-1,-1
2472,Pittsburgh,-1,-1
2473,"John St John, 11th Baron St John of Bletso",-1,-1
2474,Eustace de Vesci,-1,-1
2475,Canadian,-1,-1
2476,yes,-1,-1
2477,30 March 1864,-1,-1
2478,England,-1,-1
2479,WWE Hall of Fame,-1,-1
2480,Face/Off,-1,-1
2481,Army,-1,-1
2482,"Westchester County, New York",-1,-1
2483,yes,-1,-1
2484,Robert I,-1,-1
2485,Leeds,-1,-1
2486,Germania,-1,-1
2487,Burhanpur,-1,-1
2488,London,-1,-1
2489,Bloemfontein,-1,-1
2490,Rock and Roll Hall of Fame,-1,-1
2491,Daphne And The Diplomat,-1,-1
2492,"Clear Lake, Iowa",-1,-1
2493,Bevern,-1,-1
2494,Huntington's disease,-1,-1
2495,Naples,-1,-1
2496,Bath,-1,-1
2497,Canadian,-1,-1
2498,Alexandria,-1,-1
2499,Plymouth,-1,-1
